song_name,artist_name,album_names,playlist
By The Way,Red Hot Chili Peppers,By The Way (Deluxe Version),00s Rock Anthems
Last Resort,Papa Roach,Infest,00s Rock Anthems
Can't Stop,Red Hot Chili Peppers,By The Way (Deluxe Version),00s Rock Anthems
I Miss You,blink-182,blink-182,00s Rock Anthems
Best of You,Foo Fighters,Best Of You,00s Rock Anthems
I Write Sins Not Tragedies,Panic! At The Disco,A Fever You Can't Sweat Out,00s Rock Anthems
Hey There Delilah,Plain White T's,All That We Needed,00s Rock Anthems
Blurry,Puddle Of Mudd,Come Clean (Repackaged International Version),00s Rock Anthems
Welcome to the Black Parade,My Chemical Romance,The Black Parade,00s Rock Anthems
All My Life,Foo Fighters,ONE BY ONE,00s Rock Anthems
The Pretender,Foo Fighters,"Echoes, Silence, Patience & Grace",00s Rock Anthems
"Sugar, We're Goin Down",Fall Out Boy,From Under The Cork Tree,00s Rock Anthems
Youth Of The Nation,P.O.D.,Satellite (U.S. Version WEA Distribution),00s Rock Anthems
Vertigo,U2,How To Dismantle An Atomic Bomb,00s Rock Anthems
Falling Away from Me,Korn,Issues,00s Rock Anthems
I Stand Alone,Godsmack,Faceless,00s Rock Anthems
Real Friends,Camila Cabello,Real Friends,100% LatinX
Banana Clip - Spanish Version,Miguel,Banana Clip (Spanish Version),100% LatinX
Sola,Jessie Reyez,Sola,100% LatinX
BEBE,6ix9ine,BEBE,100% LatinX
I Like It,Cardi B,Invasion of Privacy,100% LatinX
Havana - Remix,Camila Cabello,Havana (Remix),100% LatinX
Sangria Wine,Pharrell Williams,Sangria Wine,100% LatinX
Nice & Slow,Nina Sky,Nice & Slow,100% LatinX
Finesse (Remix) [feat. Cardi B],Bruno Mars,Finesse (Remix) [feat. Cardi B],100% LatinX
Rock Your Body,Justin Timberlake,Justified,2000s Smash Hits
Toxic,Britney Spears,Greatest Hits: My Prerogative,2000s Smash Hits
Michael Jackson x Mark Ronson: Diamonds are Invincible,Michael Jackson,Michael Jackson x Mark Ronson: Diamonds are Invincible,2000s Smash Hits
Yeah!,Usher,Confessions (Special Edition),2000s Smash Hits
Hips Don't Lie,Shakira,Oral Fixation Vol. 2,2000s Smash Hits
Love Never Felt so Good,Michael Jackson,XSCAPE,2000s Smash Hits
We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),2000s Smash Hits
Hey Ya! - Radio Mix / Club Mix,OutKast,Speakerboxxx/The Love Below,2000s Smash Hits
TiK ToK,Kesha,Animal,2000s Smash Hits
Look At Me Now,Chris Brown,Look At Me Now,2000s Smash Hits
SexyBack,Justin Timberlake,FutureSex/LoveSounds,2000s Smash Hits
With You,Chris Brown,Exclusive,2000s Smash Hits
Bye Bye Bye,*NSYNC,No Strings Attached,2000s Smash Hits
Let Me Love You,Mario,Let Me Love You,2000s Smash Hits
Raise Your Glass,P!nk,Greatest Hits...So Far!!!,2000s Smash Hits
What Makes You Beautiful,One Direction,Up All Night,2000s Smash Hits
Womanizer,Britney Spears,Circus (Deluxe Version),2000s Smash Hits
Ms. Jackson,OutKast,Stankonia,2000s Smash Hits
Die Young,Kesha,Warrior (Deluxe Version),2000s Smash Hits
Oops!...I Did It Again,Britney Spears,Oops!... I Did It Again,2000s Smash Hits
Cry Me a River,Justin Timberlake,Justified,2000s Smash Hits
"One, Two Step",Ciara,Goodies,2000s Smash Hits
Wrecking Ball,Miley Cyrus,Bangerz (Deluxe Version),2000s Smash Hits
So What,P!nk,Funhouse,2000s Smash Hits
"Whenever, Wherever",Shakira,Laundry Service,2000s Smash Hits
It's Gonna Be Me,*NSYNC,No Strings Attached,2000s Smash Hits
My Boo,Usher,Confessions (Special Edition),2000s Smash Hits
Over My Head (Cable Car),The Fray,Over My Head (Cable Car),2000s Smash Hits
How to Save a Life,The Fray,How To Save A Life,2000s Smash Hits
Not Over You,Gavin DeGraw,Sweeter,2000s Smash Hits
Caught Up,Usher,Caught Up,2000s Smash Hits
You Found Me,The Fray,The Fray,2000s Smash Hits
Get The Party Started,P!nk,M!ssundaztood,2000s Smash Hits
I Don't Want to Be,Gavin DeGraw,Chariot - Stripped,2000s Smash Hits
The Way You Move (feat. Sleepy Brown) - Club Mix,OutKast,Speakerboxxx/The Love Below,2000s Smash Hits
Your Body Is a Wonderland,John Mayer,Room For Squares,2000s Smash Hits
Amor Prohibido,Selena,La Leyenda (Version Super Deluxe),50 Latin Classics
Hips Don't Lie,Shakira,Oral Fixation Vol. 2,50 Latin Classics
Mi Gente,J Balvin,Mi Gente,50 Latin Classics
Gasolina,Daddy Yankee,Barrio Fino (Bonus Track Version),50 Latin Classics
Livin' la Vida Loca,Ricky Martin,Ricky Martin,50 Latin Classics
My Generation - Stereo Version,The Who,My Generation,60s Rock Anthems
Hey Jude - Remastered 2015,The Beatles,1 (Remastered),60s Rock Anthems
Back In The U.S.S.R. - 2018 Mix,The Beatles,Back In The U.S.S.R.,60s Rock Anthems
I Heard It Through The Grapevine - Single Version (Mono),Marvin Gaye,Anthology: The Best Of Marvin Gaye,60s Rock Anthems
I Saw Her Standing There - Remastered 2009,The Beatles,Please Please Me (Remastered),60s Rock Anthems
Pinball Wizard,The Who,Tommy (Remastered 2013 Super Deluxe Edition),60s Rock Anthems
I Want To Hold Your Hand - Remastered 2015,The Beatles,1 (Remastered),60s Rock Anthems
Yesterday - Remastered 2009,The Beatles,Help! (Remastered),60s Rock Anthems
Revolution - Remastered,The Beatles,The Beatles 1967 - 1970 (Remastered),60s Rock Anthems
She Loves You - Mono / Remastered,The Beatles,1 (Remastered),60s Rock Anthems
With A Little Help From My Friends - Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),60s Rock Anthems
See Emily Play - 2016 Remastered Version,Pink Floyd,The Early Years 1965-1967 CAMBRIDGE ST/ATION,60s Rock Anthems
Free Fallin',Tom Petty,Full Moon Fever,70s & 80s Acoustic
Hotel California - Remastered,Eagles,Hotel California (Remastered),70s & 80s Acoustic
You've Got A Friend,James Taylor,Greatest Hits,70s & 80s Acoustic
I'm on Fire,Bruce Springsteen,Born In The U.S.A.,70s & 80s Acoustic
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,Honky Chateau,70s & 80s Acoustic
In The Air Tonight - 2015 Remastered,Phil Collins,Face Value (Deluxe Editon),70s & 80s Acoustic
Wicked Game - Remastered,Chris Isaak,Best Of Chris Isaak,70s & 80s Acoustic
Let It Be - Remastered 2009,The Beatles,Let It Be (Remastered),70s & 80s Acoustic
Across The Universe - Remastered 2009,The Beatles,Let It Be (Remastered),70s & 80s Acoustic
Hotel California - Remastered,Eagles,Hotel California (Remastered),70s Rock Anthems
Who Are You,The Who,Who Are You,70s Rock Anthems
Let It Be - Remastered 2009,The Beatles,Let It Be (Remastered),70s Rock Anthems
Dream On,Aerosmith,Aerosmith,70s Rock Anthems
Highway to Hell,AC/DC,Highway to Hell,70s Rock Anthems
Cocaine,Eric Clapton,Slowhand 35th Anniversary (Super Deluxe),70s Rock Anthems
Brain Damage,Pink Floyd,The Dark Side of the Moon,70s Rock Anthems
Comfortably Numb,Pink Floyd,The Wall,70s Rock Anthems
Born to Run,Bruce Springsteen,Born To Run,70s Rock Anthems
Won't Get Fooled Again - Original Album Version,The Who,Thirty Years Of Maximum R&B,70s Rock Anthems
Walk This Way,Aerosmith,Toys In The Attic,70s Rock Anthems
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,Honky Chateau,70s Rock Anthems
"Another Brick in the Wall, Pt. 1",Pink Floyd,The Wall,70s Rock Anthems
Fire And Rain,James Taylor,Sweet Baby James,70s Rock Anthems
Baba O'Riley,The Who,Who's Next,70s Rock Anthems
Bennie And The Jets - Remastered 2014,Elton John,Goodbye Yellow Brick Road (Remastered),70s Rock Anthems
Backstreets,Bruce Springsteen,Born To Run,70s Rock Anthems
Life In The Fast Lane - Remastered,Eagles,Hotel California (Remastered),70s Rock Anthems
Paradise City,Guns N' Roses,Appetite For Destruction,80s Hard Rock
Crazy Train - Remastered,Ozzy Osbourne,Blizzard of Ozz (Expanded Edition),80s Hard Rock
Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,80s Hard Rock
Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,80s Hard Rock
Dude (Looks Like A Lady),Aerosmith,Permanent Vacation,80s Hard Rock
Over The Mountain,Ozzy Osbourne,Diary Of A Madman,80s Hard Rock
Bark at the Moon,Ozzy Osbourne,Bark At The Moon (Bonus Track Version),80s Hard Rock
You Shook Me All Night Long,AC/DC,Back In Black,80s Hard Rock
"Mama, I'm Coming Home",Ozzy Osbourne,No More Tears (Bonus Track Version),80s Hard Rock
All Out of Love,Air Supply,All Out Of Love,80s Love Songs
Every Woman In The World - Digitally Remastered 1999,Air Supply,The Best of Air Supply: Ones That You Love,80s Love Songs
The One That You Love,Air Supply,The One That You Love,80s Love Songs
Do You Remember? - 2016 Remastered,Phil Collins,...But Seriously (Remastered),80s Love Songs
Against All Odds (Take A Look At Me Now) - 2016 Remastered,Phil Collins,The Singles (Expanded),80s Love Songs
With Or Without You - Remastered,U2,The Joshua Tree (Deluxe Edition Remastered),80s Love Songs
Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,80s Rock Anthems
You Shook Me All Night Long,AC/DC,Back In Black,80s Rock Anthems
Free Fallin',Tom Petty,Full Moon Fever,80s Rock Anthems
With Or Without You - Remastered,U2,The Joshua Tree (Deluxe),80s Rock Anthems
Dude (Looks Like A Lady),Aerosmith,Permanent Vacation,80s Rock Anthems
Born in the U.S.A.,Bruce Springsteen,Born In The U.S.A.,80s Rock Anthems
Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,80s Rock Anthems
Desire,U2,Rattle And Hum,80s Rock Anthems
Billie Jean,Michael Jackson,Thriller 25 Super Deluxe Edition,80s Rock Anthems
Where The Streets Have No Name - Remastered,U2,The Joshua Tree,80s Rock Anthems
One,Metallica,...And Justice For All,80s Rock Anthems
I Still Haven't Found What I'm Looking For - Remastered 2007,U2,The Joshua Tree,80s Rock Anthems
Walk This Way,Aerosmith,Aerosmith's Greatest Hits,80s Rock Anthems
Crazy Train - Remastered,Ozzy Osbourne,Blizzard of Ozz (Expanded Edition),80s Rock Anthems
Pride (In The Name Of Love),U2,The Unforgettable Fire,80s Rock Anthems
Sunday Bloody Sunday - Remastered 2008,U2,War (Deluxe Edition Remastered),80s Rock Anthems
Africa,Toto,Toto IV,80s Smash Hits
Billie Jean,Michael Jackson,Thriller 25 Super Deluxe Edition,80s Smash Hits
Michael Jackson x Mark Ronson: Diamonds are Invincible,Michael Jackson,Michael Jackson x Mark Ronson: Diamonds are Invincible,80s Smash Hits
Beat It - Single Version,Michael Jackson,Thriller 25 Super Deluxe Edition,80s Smash Hits
Uptown Girl,Billy Joel,The Essential Billy Joel,80s Smash Hits
Hungry Heart,Bruce Springsteen,The River,80s Smash Hits
Rosanna,Toto,Greatest Hits: 40 Trips Around The Sun,80s Smash Hits
Dancing In the Dark,Bruce Springsteen,Born In The U.S.A.,80s Smash Hits
Thunderstruck,AC/DC,The Razors Edge,80s Smash Hits
You Shook Me All Night Long,AC/DC,Back In Black,80s Smash Hits
It's Still Rock and Roll to Me,Billy Joel,The Essential Billy Joel,80s Smash Hits
I'm on Fire,Bruce Springsteen,Born In The U.S.A.,80s Smash Hits
Hypnotize (feat. Pam Long) - 2016 Remastered,The Notorious B.I.G.,Bad Boy 20th Anniversary Box Set Edition,90's Hip-Hop Don't Stop
California Love - Original Version,2Pac,The Best of 2Pac - Pt. 1: Thug,90's Hip-Hop Don't Stop
The Rain (Supa Dupa Fly),Missy Elliott,Supa Dupa Fly,90's Hip-Hop Don't Stop
Keep Their Heads Ringin',Dr. Dre,Friday (Original Motion Picture Soundtrack),90's Hip-Hop Don't Stop
Juicy - 2016 Remastered,The Notorious B.I.G.,Bad Boy 20th Anniversary Box Set Edition,90's Hip-Hop Don't Stop
Gin And Juice (feat. Dat Nigga Daz),Snoop Dogg,Doggystyle,90's Hip-Hop Don't Stop
Crush On You,Lil' Kim,Hard Core,90's Hip-Hop Don't Stop
Put Your Hands Where My Eyes Could See,Busta Rhymes,When Disaster Strikes,90's Hip-Hop Don't Stop
Who Am I (What's My Name)?,Snoop Dogg,Doggystyle,90's Hip-Hop Don't Stop
U.N.I.T.Y.,Queen Latifah,She's A Queen: A Collection Of Greatest Hits,90's Hip-Hop Don't Stop
Mama Said Knock You Out,LL Cool J,All World,90's Hip-Hop Don't Stop
I Get Around,2Pac,Strictly 4 My N.I.G.G.A.Z...,90's Hip-Hop Don't Stop
Big Poppa,The Notorious B.I.G.,Ready To Die The Remaster,90's Hip-Hop Don't Stop
Bring Da Ruckus,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],90's Hip-Hop Don't Stop
Oh My God,A Tribe Called Quest,Midnight Marauders,90's Hip-Hop Don't Stop
Baby Got Back,Sir Mix-A-Lot,Mack Daddy,90's Hip-Hop Don't Stop
U Can't Touch This,MC Hammer,Please Hammer Don't Hurt 'Em,90's Hip-Hop Don't Stop
Tennessee - Remastered,Arrested Development,Classic Masters,90's Hip-Hop Don't Stop
Around The Way Girl,LL Cool J,Mama Said Knock You Out (Deluxe Edition),90's Hip-Hop Don't Stop
Get Ur Freak On,Missy Elliott,Miss E...So Addictive,90's Hip-Hop Don't Stop
Can I Kick It?,A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),90's Hip-Hop Don't Stop
Woo Hah!! Got You All In Check,Busta Rhymes,The Best Of Busta Rhymes,90's Hip-Hop Don't Stop
Money Ain't a Thang,Jermaine Dupri,Life In 1472 (The Original Soundtrack),90's Hip-Hop Don't Stop
Gone Till November,Wyclef Jean,Wyclef Jean presents The Carnival featuring Refugee Allstars,90's Hip-Hop Don't Stop
Ghetto Supastar (That is What You Are),Pras,Ghetto Supastar,90's Hip-Hop Don't Stop
It Was A Good Day,Ice Cube,The Essentials,90's Hip-Hop Don't Stop
Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),Snoop Dogg,Doggystyle,90's Hip-Hop Don't Stop
Under The Bridge,Red Hot Chili Peppers,Greatest Hits,90s Acoustic
High And Dry,Radiohead,The Bends,90s Acoustic
Iris,The Goo Goo Dolls,Dizzy Up The Girl,90s Acoustic
You Were Meant For Me,Jewel,Pieces Of You,90s Acoustic
Fake Plastic Trees,Radiohead,The Bends,90s Acoustic
Don't Speak,No Doubt,Tragic Kingdom,90s Acoustic
Glycerine - Acoustic,Bush,Zen X Four,90s Acoustic
What It's Like,Everlast,Whitey Ford Sings The Blues,90s Acoustic
Everlong - Acoustic Version,Foo Fighters,Greatest Hits,90s Acoustic
Name,The Goo Goo Dolls,A Boy Named Goo,90s Acoustic
All The Small Things,blink-182,Enema Of The State,90s Acoustic
Slide,The Goo Goo Dolls,Dizzy Up The Girl,90s Acoustic
Santeria,Sublime,Sublime (Explicit Version),90s Acoustic
I Don't Want to Miss a Thing,Aerosmith,Armageddon - The Album,90s Acoustic
Karma Police,Radiohead,OK Computer,90s Acoustic
Alive,Pearl Jam,Ten,90s Acoustic
Foolish Games,Jewel,Pieces Of You,90s Acoustic
Three Marlenas,The Wallflowers,Bringing Down The Horse,90s Acoustic
Breathe - Remastered Version,Faith Hill,The Hits,90s Acoustic
Closing Time,Semisonic,Feeling Strangely Fine,90s Pop Rock Essentials
One Headlight,The Wallflowers,Bringing Down The Horse,90s Pop Rock Essentials
What's My Age Again?,blink-182,Enema Of The State,90s Pop Rock Essentials
Who's Gonna Ride Your Wild Horses,U2,Achtung Baby,90s Pop Rock Essentials
Don't Speak,No Doubt,The Singles Collection,90s Pop Rock Essentials
Inside Out,Eve 6,Eve 6,90s Pop Rock Essentials
Iris,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,90s Pop Rock Essentials
Santa Monica,Everclear,Sparkle And Fade,90s Pop Rock Essentials
Lullaby,Shawn Mullins,Soul's Core,90s Pop Rock Essentials
You Don't Know How It Feels,Tom Petty,Wildflowers,90s Pop Rock Essentials
One Man Army,Our Lady Peace,Happiness...Is Not a Fish That You Can Catch,90s Pop Rock Essentials
Glycerine,Bush,Sixteen Stone (Remastered),90s Pop Rock Essentials
Buddy Holly,Weezer,Weezer (Deluxe Edition),90s Pop Rock Essentials
What I Got,Sublime,Sublime (Explicit Version),90s Pop Rock Essentials
High And Dry,Radiohead,The Bends,90s Pop Rock Essentials
Under The Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Version),90s Rock Anthems
Creep,Radiohead,Pablo Honey [Collector's Edition],90s Rock Anthems
Nothing Else Matters,Metallica,Metallica,90s Rock Anthems
All The Small Things,blink-182,Enema Of The State,90s Rock Anthems
Don't Speak,No Doubt,Tragic Kingdom,90s Rock Anthems
Closing Time,Semisonic,Feeling Strangely Fine,90s Rock Anthems
Everlong,Foo Fighters,The Colour And The Shape (Expanded Edition),90s Rock Anthems
November Rain,Guns N' Roses,Use Your Illusion I,90s Rock Anthems
Santeria,Sublime,Sublime (Explicit Version),90s Rock Anthems
Alive,Pearl Jam,Ten,90s Rock Anthems
Say It Ain't So,Weezer,Weezer (Deluxe Edition),90s Rock Anthems
Glycerine - Remastered,Bush,Sixteen Stone (Remastered),90s Rock Anthems
Closer,Nine Inch Nails,The Downward Spiral,90s Rock Anthems
Guiding Light,Mumford & Sons,Guiding Light,A Perfect Day
I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,A Perfect Day
Send My Love (To Your New Lover),Adele,25,A Perfect Day
Are You Ready For Love - '79 Version Radio Edit,Elton John,Are You Ready For Love?,A Perfect Day
The Way I Am,Charlie Puth,Voicenotes,A Perfect Day
Who Knew,P!nk,I'm Not Dead,A Perfect Day
22,Taylor Swift,Red,A Perfect Day
Light On,Maggie Rogers,Light On,A Perfect Day
Waiting On the World to Change,John Mayer,Continuum,A Perfect Day
Payphone,Maroon 5,Overexposed Track By Track,A Perfect Day
ZEZE (feat. Travis Scott & Offset),Kodak Black,ZEZE (feat. Travis Scott & Offset),A1 Hip-Hop
PASS OUT (feat. 21 Savage),Quavo,QUAVO HUNCHO,A1 Hip-Hop
Killshot,Eminem,Killshot,A1 Hip-Hop
Mona Lisa (feat. Kendrick Lamar),Lil Wayne,Tha Carter V,A1 Hip-Hop
I Love It (& Lil Pump),Kanye West,I Love It,A1 Hip-Hop
ICONIC (ft. Jaden Smith),Logic,YSIV,A1 Hip-Hop
FLIP THE SWITCH (feat. Drake),Quavo,QUAVO HUNCHO,A1 Hip-Hop
Transformer (feat. Nicki Minaj),Future,Future & Juice WRLD Present... WRLD ON DRUGS,A1 Hip-Hop
Dip,Tyga,Dip,A1 Hip-Hop
STOOPID,6ix9ine,STOOPID,A1 Hip-Hop
YOSEMITE,Travis Scott,ASTROWORLD,A1 Hip-Hop
"If I'm Lyin, I'm Flyin",Kodak Black,"If I'm Lyin, I'm Flyin",A1 Hip-Hop
Let It Fly (feat. Travis Scott),Lil Wayne,Tha Carter V,A1 Hip-Hop
Praise The Lord (Da Shine),A$AP Rocky,TESTING,A1 Hip-Hop
SICKO MODE,Travis Scott,ASTROWORLD,A1 Hip-Hop
Lucky You (feat. Joyner Lucas),Eminem,Kamikaze,A1 Hip-Hop
Barbie Dreams,Nicki Minaj,Queen,A1 Hip-Hop
Can’t Take A Joke,Drake,Scorpion,A1 Hip-Hop
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),A1 Hip-Hop
Dedicate,Lil Wayne,Tha Carter V,A1 Hip-Hop
Not Alike (feat. Royce Da 5'9),Eminem,Kamikaze,A1 Hip-Hop
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,Where the Light Is: John Mayer Live In Los Angeles,Acoustic Covers
Crazy - Radio 1 Live Lounge Session,Nelly Furtado,Promiscuous (remixes),Acoustic Covers
September - Recorded at The Tracking Room Nashville,Taylor Swift,Spotify Singles,Acoustic Covers
Shallow,Lady Gaga,A Star Is Born Soundtrack,Acoustic Hits
Ophelia,The Lumineers,Ophelia,Acoustic Hits
Latch - Acoustic,Sam Smith,Nirvana EP,Acoustic Hits
Slow Dancing in a Burning Room - Acoustic,John Mayer,The Village Sessions,Acoustic Hits
Send My Love (To Your New Lover),Adele,25,Acoustic Hits
Wild Love - Acoustic,James Bay,Wild Love (Acoustic),Acoustic Hits
Sleep On The Floor,The Lumineers,Cleopatra,Acoustic Hits
Love on the Weekend,John Mayer,Love on the Weekend,Acoustic Hits
Let It Go - James Bay Spotify Session 2015,James Bay,James Bay Spotify Session 2015,Acoustic Hits
Don't Be A Fool - MTV Unplugged,Shawn Mendes,Don't Be A Fool,Acoustic Hits
Make Me (Cry) - Acoustic Version,Noah Cyrus,Make Me (Cry) [Acoustic Version],Acoustic Hits
Ghost - Live From Spotify NYC,Halsey,Spotify Sessions (Live From Spotify NYC),Acoustic Hits
FourFiveSeconds,Rihanna,FourFiveSeconds,Acoustic Hits
Ho Hey,The Lumineers,The Lumineers,Acoustic Hits_ Oldies but Goodies
How to Save a Life,The Fray,How To Save A Life,Acoustic Hits_ Oldies but Goodies
FourFiveSeconds,Rihanna,FourFiveSeconds,Acoustic Hits_ Oldies but Goodies
Under The Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Version),Acoustic Hits_ Oldies but Goodies
Rude (Acoustic),MAGIC!,Rude (Acoustic),Acoustic Hits_ Oldies but Goodies
I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,Acoustic Hits_ Oldies but Goodies
Lover Of The Light,Mumford & Sons,Babel (Deluxe Version),Acoustic Hits_ Oldies but Goodies
Snow (Hey Oh),Red Hot Chili Peppers,Stadium Arcadium,Acoustic Hits_ Oldies but Goodies
Yellow,Coldplay,Parachutes,Acoustic Hits_ Oldies but Goodies
Let It Go - James Bay Spotify Session 2015,James Bay,James Bay Spotify Session 2015,Acoustic Hits_ Oldies but Goodies
I Don't Want to Be - Stripped Version,Gavin DeGraw,Chariot - Stripped,Acoustic Hits_ Oldies but Goodies
Slow Dancing in a Burning Room,John Mayer,Continuum,Acoustic Hits_ Oldies but Goodies
The Cave,Mumford & Sons,Sigh No More,Acoustic Hits_ Oldies but Goodies
You And Me,Lifehouse,Lifehouse,Acoustic Hits_ Oldies but Goodies
Over My Head (Cable Car),The Fray,How To Save A Life,Acoustic Hits_ Oldies but Goodies
She Will Be Loved - Acoustic,Maroon 5,1.22.03 Acoustic,Acoustic Hits_ Oldies but Goodies
Trouble,Coldplay,Parachutes,Acoustic Hits_ Oldies but Goodies
Your Body Is a Wonderland,John Mayer,Room For Squares,Acoustic Hits_ Oldies but Goodies
I Will Wait,Mumford & Sons,Babel,Acoustic Hits_ Oldies but Goodies
Lucky,Jason Mraz,We Sing. We Dance. We Steal Things.,Acoustic Hits_ Oldies but Goodies
When Legends Rise,Godsmack,When Legends Rise,Adrenaline Workout
Who Do You Trust?,Papa Roach,Who Do You Trust?,Adrenaline Workout
Walk,Pantera,Vulgar Display Of Power,Adrenaline Workout
1000hp,Godsmack,1000hp,Adrenaline Workout
Hardwired,Metallica,Hardwired…To Self-Destruct,Adrenaline Workout
Fake Love (feat. Duncan Mighty & WizKid),Starboy,Fake Love (feat. Duncan Mighty & WizKid),African Heat
"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",Starboy,"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",African Heat
One Dance,Drake,Views,African Heat
Drogba (Joanna),Afro B,Drogba (Joanna),Afropop.csv
In Da Club,50 Cent,Get Rich Or Die Tryin' / The Massacre (Explicit Version),All Out 00s
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,Curtain Call (Deluxe),All Out 00s
Back To Black,Amy Winehouse,Back To Black,All Out 00s
SexyBack,Justin Timberlake,FutureSex/LoveSounds,All Out 00s
Hips Don't Lie,Shakira,Oral Fixation Vol. 2,All Out 00s
Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives (International Version),All Out 00s
Toxic,Britney Spears,Mother's Day Songs,All Out 00s
Hey Ya! - Radio Mix / Club Mix,OutKast,Speakerboxxx/The Love Below,All Out 00s
Yeah!,Usher,Yeah!,All Out 00s
TiK ToK,Kesha,Pure... 2000s Party,All Out 00s
Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,All Out 00s
Poker Face,Lady Gaga,The Fame Monster (International Deluxe),All Out 00s
I Kissed A Girl,Katy Perry,One Of The Boys,All Out 00s
911,Wyclef Jean,The Ecleftic -2 Sides II A Book,All Out 00s
Gold Digger,Kanye West,Late Registration,All Out 00s
This Love,Maroon 5,Songs About Jane,All Out 00s
I'm Yours,Jason Mraz,I'm Yours,All Out 00s
Dilemma,Nelly,Nellyville,All Out 00s
Make You Feel My Love,Adele,19,All Out 00s
U Remind Me,Usher,8701,All Out 00s
Hollaback Girl,Gwen Stefani,Love Angel Music Baby,All Out 00s
Young Folks,Peter Bjorn and John,Electronic Beats Collectables Volume 1 Digital,All Out 00s
Bye Bye Bye,*NSYNC,Greatest Hits,All Out 00s
Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,All Out 00s
Drop It Like It's Hot,Snoop Dogg,R&G (Rhythm & Gangsta): The Masterpiece [Explicit Version],All Out 00s
She Will Be Loved,Maroon 5,Songs About Jane,All Out 00s
It Wasn't Me,Shaggy,The Boombastic Collection - Best of Shaggy,All Out 00s
Oops!...I Did It Again,Britney Spears,Greatest Hits: My Prerogative,All Out 00s
The Scientist,Coldplay,A Rush Of Blood To The Head,All Out 00s
"One, Two Step",Ciara,Goodies,All Out 00s
"Whenever, Wherever",Shakira,Servicio De Lavanderia,All Out 00s
Love Story,Taylor Swift,Fearless,All Out 00s
Marry You,Bruno Mars,Doo-Wops & Hooligans,All Out 00s
Cry Me a River,Justin Timberlake,Just Great Love Songs,All Out 00s
Rock Your Body,Justin Timberlake,Justified,All Out 00s
Bad Romance,Lady Gaga,Bad Romance,All Out 00s
So What,P!nk,Greatest Hits...So Far!!!,All Out 00s
Viva La Vida,Coldplay,Viva La Vida Or Death And All His Friends,All Out 00s
Intro,The xx,xx,All Out 00s
Ms. Jackson,OutKast,Stankonia,All Out 00s
Just The Way You Are,Bruno Mars,Doo-Wops & Hooligans,All Out 00s
Raise Your Glass,P!nk,Greatest Hits...So Far!!!,All Out 00s
A Thousand Miles - Single Version,Vanessa Carlton,A Thousand Miles (Enhanced),All Out 00s
Snow (Hey Oh),Red Hot Chili Peppers,Snow [Hey Oh] (U.S. DMD Maxi),All Out 00s
I Write Sins Not Tragedies,Panic! At The Disco,A Fever You Can't Sweat Out,All Out 00s
Fireflies,Owl City,Ocean Eyes,All Out 00s
Get Ur Freak On,Missy Elliott,Miss E...So Addictive,All Out 00s
Hot N Cold,Katy Perry,One Of The Boys,All Out 00s
7 Days,Craig David,Born to Do It,All Out 00s
That'll Be The Day,Buddy Holly,The Very Best Of Buddy Holly,All Out 50s
Jailhouse Rock,Elvis Presley,Elvis 30 #1 Hits,All Out 50s
Hound Dog,Elvis Presley,Elvis 30 #1 Hits,All Out 50s
King Creole,Elvis Presley,Elvis Rock,All Out 50s
Peggy Sue - Single Version,Buddy Holly,Buddy Holly,All Out 50s
Ain't No Mountain High Enough,Marvin Gaye,United,All Out 60s
Come Together - Remastered,The Beatles,Abbey Road (Remastered),All Out 60s
I Heard It Through The Grapevine,Marvin Gaye,I Heard It Through The Grapevine / In The Groove (Stereo),All Out 60s
While My Guitar Gently Weeps - Remastered,The Beatles,The Beatles (Remastered),All Out 60s
A Day In The Life - Remastered,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),All Out 60s
