song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,playlist,Artist_and_Track_Name
74,243066,0.5760000000000001,0.7240000000000001,0.436,1.19e-06,0,0.0908,-9.321,1,0.0282,130.439,4,0.324,All Out 80s,Cyndi Lauper - Drifting on a Summer's Night
72,206360,0.198,0.58,0.498,0.0,1,0.132,-6.901,1,0.0277,116.271,4,0.111,80s Love Songs,Phil Collins - Wasted Time
60,324346,0.16899999999999998,0.608,0.604,0.000133,5,0.106,-12.285,1,0.0433,164.25400000000005,4,0.6729999999999999,80s Love Songs,Paul Young - The System Only Dreams in Total Darkness
76,304786,0.193,0.477,0.471,1.76e-06,6,0.131,-10.036,1,0.0277,81.204,4,0.423,80s Love Songs,"Foreigner - I Love You, But I Need Another Year"
70,267080,0.0979,0.202,0.644,0.0,11,0.109,-5.2120000000000015,1,0.0324,85.04,5,0.252,80s Love Songs,Journey - Dream State...
70,267080,0.0979,0.202,0.644,0.0,11,0.109,-5.2120000000000015,1,0.0324,85.04,5,0.252,80s Love Songs,Journey - In Dreams
70,267080,0.0979,0.202,0.644,0.0,11,0.109,-5.2120000000000015,1,0.0324,85.04,5,0.252,80s Smash Hits,Journey - Recite Remorse
70,267080,0.0979,0.202,0.644,0.0,11,0.109,-5.2120000000000015,1,0.0324,85.04,5,0.252,80s Smash Hits,Journey - Devil's Resting Place
56,418000,0.348,0.439,0.512,0.0,8,0.154,-12.875,1,0.0515,131.386,4,0.197,80s Love Songs,Bonnie Tyler - Fight For Life
75,269786,0.195,0.435,0.6579999999999999,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184,80s Love Songs,Bonnie Tyler - Three Futures
75,269786,0.195,0.435,0.6579999999999999,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184,80s Love Songs,Bonnie Tyler - Deep Green
75,269786,0.195,0.435,0.6579999999999999,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184,80s Love Songs,Bonnie Tyler - Sane
56,418000,0.348,0.439,0.512,0.0,8,0.154,-12.875,1,0.0515,131.386,4,0.197,80s Smash Hits,Bonnie Tyler - Habit
75,269786,0.195,0.435,0.6579999999999999,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184,80s Smash Hits,Bonnie Tyler - Out of the Darkness
75,269786,0.195,0.435,0.6579999999999999,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184,80s Smash Hits,Bonnie Tyler - The Groundskeeper
75,269786,0.195,0.435,0.6579999999999999,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184,80s Smash Hits,Bonnie Tyler - Smile
56,418000,0.348,0.439,0.512,0.0,8,0.154,-12.875,1,0.0515,131.386,4,0.197,All Out 80s,Bonnie Tyler - Loose Change for the Boatman
75,269786,0.195,0.435,0.6579999999999999,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184,All Out 80s,Bonnie Tyler - Bohemia
75,269786,0.195,0.435,0.6579999999999999,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184,All Out 80s,Bonnie Tyler - Stretch Your Eyes - Radio Edit
75,269786,0.195,0.435,0.6579999999999999,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184,All Out 80s,Bonnie Tyler - Distrust
56,418000,0.348,0.439,0.512,0.0,8,0.154,-12.875,1,0.0515,131.386,4,0.197,Guilty Pleasures,Bonnie Tyler - Every Man Is a Warrior
75,269786,0.195,0.435,0.6579999999999999,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184,Guilty Pleasures,Bonnie Tyler - Depraved
75,269786,0.195,0.435,0.6579999999999999,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184,Guilty Pleasures,Bonnie Tyler - Until the Levee
75,269786,0.195,0.435,0.6579999999999999,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184,Guilty Pleasures,Bonnie Tyler - Night Shift
35,295520,0.000185,0.5379999999999999,0.4320000000000001,0.309,2,0.139,-11.882,1,0.0295,110.181,4,0.116,80s Love Songs,U2 - Hunger Of The Pine
70,295515,0.000207,0.5429999999999999,0.4320000000000001,0.369,2,0.146,-11.832,1,0.0288,110.196,4,0.107,80s Love Songs,U2 - Beautiful Undone
35,295520,0.000185,0.5379999999999999,0.4320000000000001,0.309,2,0.139,-11.882,1,0.0295,110.181,4,0.116,80s Rock Anthems,U2 - The King of All Birds
70,295515,0.000207,0.5429999999999999,0.4320000000000001,0.369,2,0.146,-11.832,1,0.0288,110.196,4,0.107,80s Rock Anthems,U2 - Coming of Age
73,218733,0.638,0.418,0.452,0.00026000000000000003,1,0.0959,-13.099,1,0.0356,175.088,4,0.168,80s Love Songs,Heart - Madness
65,178773,0.0874,0.537,0.528,0.0,11,0.0855,-7.666,0,0.208,96.931,4,0.124,80s Love Songs,Heart - Nightmares By The Sea
12,198857,0.00104,0.634,0.56,0.21,2,0.138,-9.887,1,0.0373,139.952,4,0.168,80s Love Songs,Heart - White Flag
36,244066,0.00592,0.5529999999999999,0.861,0.00144,10,0.107,-6.526,1,0.039,127.966,4,0.375,80s Love Songs,Heart - Swan
55,268280,0.758,0.546,0.429,0.403,0,0.0976,-10.636,1,0.0321,141.091,4,0.294,80s Love Songs,Heart - I'm Not Asking
73,218733,0.638,0.418,0.452,0.00026000000000000003,1,0.0959,-13.099,1,0.0356,175.088,4,0.168,All The Feels,Russ - Sausalito
65,178773,0.0874,0.537,0.528,0.0,11,0.0855,-7.666,0,0.208,96.931,4,0.124,All The Feels,Russ - Notion
12,198857,0.00104,0.634,0.56,0.21,2,0.138,-9.887,1,0.0373,139.952,4,0.168,All The Feels,Russ - Through a Glass (Quartet Version)
36,244066,0.00592,0.5529999999999999,0.861,0.00144,10,0.107,-6.526,1,0.039,127.966,4,0.375,All The Feels,Russ - Walk Through the Fire (feat. Ruelle)
55,268280,0.758,0.546,0.429,0.403,0,0.0976,-10.636,1,0.0321,141.091,4,0.294,All The Feels,Russ - Under The Boardwalk
73,218733,0.638,0.418,0.452,0.00026000000000000003,1,0.0959,-13.099,1,0.0356,175.088,4,0.168,Grime Instrumentals,Zachary Gully - Stay
65,178773,0.0874,0.537,0.528,0.0,11,0.0855,-7.666,0,0.208,96.931,4,0.124,Grime Instrumentals,Zachary Gully - Come Go With Me
12,198857,0.00104,0.634,0.56,0.21,2,0.138,-9.887,1,0.0373,139.952,4,0.168,Grime Instrumentals,Zachary Gully - Love Potion No. 9
36,244066,0.00592,0.5529999999999999,0.861,0.00144,10,0.107,-6.526,1,0.039,127.966,4,0.375,Grime Instrumentals,Zachary Gully - Duke of Earl
55,268280,0.758,0.546,0.429,0.403,0,0.0976,-10.636,1,0.0321,141.091,4,0.294,Grime Instrumentals,Zachary Gully - Why Do Fools Fall In Love? - Single Version
73,218733,0.638,0.418,0.452,0.00026000000000000003,1,0.0959,-13.099,1,0.0356,175.088,4,0.168,Sad Beats,Armin van Buuren - Sh-Boom
65,178773,0.0874,0.537,0.528,0.0,11,0.0855,-7.666,0,0.208,96.931,4,0.124,Sad Beats,Armin van Buuren - I Only Have Eyes For You - Single Version
12,198857,0.00104,0.634,0.56,0.21,2,0.138,-9.887,1,0.0373,139.952,4,0.168,Sad Beats,Armin van Buuren - I Wonder Why - Remastered
36,244066,0.00592,0.5529999999999999,0.861,0.00144,10,0.107,-6.526,1,0.039,127.966,4,0.375,Sad Beats,Armin van Buuren - The Book Of Love
55,268280,0.758,0.546,0.429,0.403,0,0.0976,-10.636,1,0.0321,141.091,4,0.294,Sad Beats,Armin van Buuren - Up On The Roof
73,218733,0.638,0.418,0.452,0.00026000000000000003,1,0.0959,-13.099,1,0.0356,175.088,4,0.168,Stay Wild,Trampled by Turtles - Shop Around
65,178773,0.0874,0.537,0.528,0.0,11,0.0855,-7.666,0,0.208,96.931,4,0.124,Stay Wild,Trampled by Turtles - At The Hop
12,198857,0.00104,0.634,0.56,0.21,2,0.138,-9.887,1,0.0373,139.952,4,0.168,Stay Wild,Trampled by Turtles - Earth Angel
36,244066,0.00592,0.5529999999999999,0.861,0.00144,10,0.107,-6.526,1,0.039,127.966,4,0.375,Stay Wild,Trampled by Turtles - In the Still of the Night
55,268280,0.758,0.546,0.429,0.403,0,0.0976,-10.636,1,0.0321,141.091,4,0.294,Stay Wild,Trampled by Turtles - Mama Said
74,264333,0.8,0.395,0.252,0.0,0,0.101,-13.589,1,0.0301,177.679,4,0.126,80s Love Songs,Richard Marx - 16 Candles
70,204000,0.4920000000000001,0.638,0.35200000000000004,0.0,10,0.105,-9.266,1,0.0268,94.173,3,0.204,80s Love Songs,Simply Red - Come Softly To Me
70,193120,0.0811,0.6920000000000001,0.422,0.0,2,0.0848,-10.533,1,0.0333,74.375,4,0.468,80s Love Songs,Tracy Chapman - Silhouettes
63,235666,0.64,0.521,0.233,0.0,7,0.245,-13.683,1,0.0254,78.92699999999998,3,0.409,80s Love Songs,The Bangles - Maybe
69,280400,0.0158,0.625,0.726,0.000169,11,0.0625,-11.402,0,0.0444,124.945,4,0.507,80s Love Songs,Cutting Crew - Speedoo
72,278626,0.0119,0.632,0.727,7.64e-05,11,0.0678,-11.209,0,0.0438,124.919,4,0.499,80s Love Songs,Cutting Crew - Blue Moon
69,280400,0.0158,0.625,0.726,0.000169,11,0.0625,-11.402,0,0.0444,124.945,4,0.507,All Out 80s,Cutting Crew - My True Story
72,278626,0.0119,0.632,0.727,7.64e-05,11,0.0678,-11.209,0,0.0438,124.919,4,0.499,All Out 80s,Cutting Crew - When You Dance
70,255666,0.191,0.541,0.44,0.0,10,0.114,-12.206,1,0.031,140.273,4,0.232,80s Love Songs,Michael Bolton - Since I Don't Have You
78,241599,0.171,0.5720000000000001,0.835,0.000376,0,0.0702,-6.2189999999999985,1,0.0317,129.994,4,0.7959999999999999,80s Rock Anthems,Van Halen - You Belong To Me
78,241599,0.171,0.5720000000000001,0.835,0.000376,0,0.0702,-6.2189999999999985,1,0.0317,129.994,4,0.7959999999999999,80s Rock Anthems,Van Halen - Little Darlin'
78,241599,0.171,0.5720000000000001,0.835,0.000376,0,0.0702,-6.2189999999999985,1,0.0317,129.994,4,0.7959999999999999,Songs to Sing in the Shower,Van Halen - The Lion Sleeps Tonight (Wimoweh)
78,241599,0.171,0.5720000000000001,0.835,0.000376,0,0.0702,-6.2189999999999985,1,0.0317,129.994,4,0.7959999999999999,Songs to Sing in the Shower,Van Halen - Barbara Ann
74,214653,0.115,0.951,0.53,0.179,5,0.17,-6.5939999999999985,0,0.17800000000000002,109.979,4,0.6990000000000001,80s Rock Anthems,Queen - Sincerely
80,214653,0.112,0.933,0.528,0.312,5,0.163,-6.472,0,0.161,109.967,4,0.754,80s Rock Anthems,Queen - Get a Job
74,214653,0.115,0.951,0.53,0.179,5,0.17,-6.5939999999999985,0,0.17800000000000002,109.979,4,0.6990000000000001,80s Rock Anthems,Queen - Tears On My Pillow
74,214653,0.115,0.951,0.53,0.179,5,0.17,-6.5939999999999985,0,0.17800000000000002,109.979,4,0.6990000000000001,All Out 80s,Queen - Baby It's You
80,214653,0.112,0.933,0.528,0.312,5,0.163,-6.472,0,0.161,109.967,4,0.754,All Out 80s,Queen - Gee
74,214653,0.115,0.951,0.53,0.179,5,0.17,-6.5939999999999985,0,0.17800000000000002,109.979,4,0.6990000000000001,All Out 80s,Queen - Oh What A Nite
74,214653,0.115,0.951,0.53,0.179,5,0.17,-6.5939999999999985,0,0.17800000000000002,109.979,4,0.6990000000000001,Energizing Classics,Queen - Life Is But A Dream
80,214653,0.112,0.933,0.528,0.312,5,0.163,-6.472,0,0.161,109.967,4,0.754,Energizing Classics,Queen - Who's That Knocking
74,214653,0.115,0.951,0.53,0.179,5,0.17,-6.5939999999999985,0,0.17800000000000002,109.979,4,0.6990000000000001,Energizing Classics,Queen - Whispering Bells
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,80s Rock Anthems,The Clash - Peanuts
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,80s Rock Anthems,The Clash - Smoke Gets In Your Eyes
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,80s Rock Anthems,The Clash - A Casual Look
70,188240,0.0838,0.742,0.8440000000000001,0.0,2,0.418,-6.441,1,0.111,113.371,4,0.85,80s Rock Anthems,The Clash - At My Front Door
70,188240,0.0838,0.742,0.8440000000000001,0.0,2,0.418,-6.441,1,0.111,113.371,4,0.85,80s Rock Anthems,The Clash - Zoom Zoom Zoom
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,80s Rock Anthems,The Clash - Hey Senorita
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,80s Smash Hits,The Clash - Heart And Soul
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,80s Smash Hits,"The Clash - Buzz, Buzz, Buzz"
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,80s Smash Hits,The Clash - Could This Be Magic
70,188240,0.0838,0.742,0.8440000000000001,0.0,2,0.418,-6.441,1,0.111,113.371,4,0.85,80s Smash Hits,The Clash - Daddy's Home
70,188240,0.0838,0.742,0.8440000000000001,0.0,2,0.418,-6.441,1,0.111,113.371,4,0.85,80s Smash Hits,The Clash - Little Girl Of Mine
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,80s Smash Hits,The Clash - The Night We Met
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,All Out 80s,The Clash - when the party's over
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,All Out 80s,The Clash - Saturday Nights
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,All Out 80s,The Clash - Dancing On My Own
70,188240,0.0838,0.742,0.8440000000000001,0.0,2,0.418,-6.441,1,0.111,113.371,4,0.85,All Out 80s,The Clash - Idfc
70,188240,0.0838,0.742,0.8440000000000001,0.0,2,0.418,-6.441,1,0.111,113.371,4,0.85,All Out 80s,The Clash - This Town (feat. Sasha Sloan)
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,All Out 80s,The Clash - Shot Down
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,Energizing Classics,The Clash - ocean eyes
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,Energizing Classics,The Clash - Shallow - Radio Edit
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,Energizing Classics,The Clash - You Are The Reason
70,188240,0.0838,0.742,0.8440000000000001,0.0,2,0.418,-6.441,1,0.111,113.371,4,0.85,Energizing Classics,The Clash - Unsteady
70,188240,0.0838,0.742,0.8440000000000001,0.0,2,0.418,-6.441,1,0.111,113.371,4,0.85,Energizing Classics,The Clash - Happier
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,Energizing Classics,The Clash - Stay
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,Have a Great Day!,The Clash - idontwannabeyouanymore
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,Have a Great Day!,"The Clash - i hate u, i love u (feat. olivia o'brien)"
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,Have a Great Day!,The Clash - Somebody Else
70,188240,0.0838,0.742,0.8440000000000001,0.0,2,0.418,-6.441,1,0.111,113.371,4,0.85,Have a Great Day!,The Clash - I Fall Apart
70,188240,0.0838,0.742,0.8440000000000001,0.0,2,0.418,-6.441,1,0.111,113.371,4,0.85,Have a Great Day!,The Clash - Sorry
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,Have a Great Day!,The Clash - Always
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,Songs to Sing in the Shower,The Clash - SLOW DANCING IN THE DARK
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,Songs to Sing in the Shower,The Clash - Who Hurt You?
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,Songs to Sing in the Shower,The Clash - Unknown (To You)
70,188240,0.0838,0.742,0.8440000000000001,0.0,2,0.418,-6.441,1,0.111,113.371,4,0.85,Songs to Sing in the Shower,The Clash - Honest
70,188240,0.0838,0.742,0.8440000000000001,0.0,2,0.418,-6.441,1,0.111,113.371,4,0.85,Songs to Sing in the Shower,The Clash - I'll Never Love Again - Film Version - Radio Edit
79,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816,Songs to Sing in the Shower,The Clash - the broken hearts club
66,359733,0.0157,0.51,0.696,0.000104,4,0.297,-10.83,1,0.0802,176.567,4,0.905,80s Rock Anthems,Billy Idol - Consequences - orchestra
62,199906,0.0113,0.439,0.8220000000000001,0.0,4,0.133,-6.7639999999999985,1,0.0695,176.71099999999996,4,0.884,80s Rock Anthems,Billy Idol - Never Not
66,359733,0.0157,0.51,0.696,0.000104,4,0.297,-10.83,1,0.0802,176.567,4,0.905,Alternative 80s,Generation X - Tequila
62,199906,0.0113,0.439,0.8220000000000001,0.0,4,0.133,-6.7639999999999985,1,0.0695,176.71099999999996,4,0.884,Alternative 80s,Generation X - If We Have Each Other
75,253886,0.56,0.813,0.46,0.0105,1,0.0724,-9.78,1,0.0346,117.387,4,0.7290000000000001,80s Rock Anthems,The Police - Real Friends
71,457133,0.00388,0.619,0.703,0.205,10,0.163,-9.414,0,0.0525,115.043,4,0.7090000000000001,80s Rock Anthems,David Bowie - Be Alright
71,457133,0.00388,0.619,0.703,0.205,10,0.163,-9.414,0,0.0525,115.043,4,0.7090000000000001,80s Rock Anthems,David Bowie - I'm Still Here
71,457133,0.00388,0.619,0.703,0.205,10,0.163,-9.414,0,0.0525,115.043,4,0.7090000000000001,Energizing Classics,David Bowie - Always Remember Us This Way
71,457133,0.00388,0.619,0.703,0.205,10,0.163,-9.414,0,0.0525,115.043,4,0.7090000000000001,Energizing Classics,David Bowie - Million Reasons - Recorded at Sound Stage Studios Nashville
65,180517,0.0713,0.8009999999999999,0.723,0.154,10,0.0675,-4.985,0,0.0689,109.03,4,0.883,80s Rock Anthems,INXS - Olancha Farewell
51,274723,0.0212,0.466,0.38,0.504,0,0.0818,-10.217,0,0.0292,157.987,4,0.239,80s Rock Anthems,INXS - Patterns
65,180517,0.0713,0.8009999999999999,0.723,0.154,10,0.0675,-4.985,0,0.0689,109.03,4,0.883,Swagger,Welshly Arms - Unseen Forces
51,274723,0.0212,0.466,0.38,0.504,0,0.0818,-10.217,0,0.0292,157.987,4,0.239,Swagger,Welshly Arms - Wav1
66,201866,0.000312,0.519,0.934,0.00457,7,0.13699999999999998,-7.1370000000000005,1,0.0471,138.162,4,0.586,80s Rock Anthems,Journey - Tasogare
70,201693,0.00251,0.529,0.932,0.00109,7,0.136,-7.501,1,0.0488,138.158,4,0.5710000000000001,80s Rock Anthems,Journey - Last Forever
66,201866,0.000312,0.519,0.934,0.00457,7,0.13699999999999998,-7.1370000000000005,1,0.0471,138.162,4,0.586,80s Rock Anthems,Journey - Ab Ovo
66,201866,0.000312,0.519,0.934,0.00457,7,0.13699999999999998,-7.1370000000000005,1,0.0471,138.162,4,0.586,Energizing Classics,Journey - OMBLEH
70,201693,0.00251,0.529,0.932,0.00109,7,0.136,-7.501,1,0.0488,138.158,4,0.5710000000000001,Energizing Classics,Journey - Notes
66,201866,0.000312,0.519,0.934,0.00457,7,0.13699999999999998,-7.1370000000000005,1,0.0471,138.162,4,0.586,Energizing Classics,Journey - Nordlicht
66,201866,0.000312,0.519,0.934,0.00457,7,0.13699999999999998,-7.1370000000000005,1,0.0471,138.162,4,0.586,Have a Great Day!,Journey - savepoint
70,201693,0.00251,0.529,0.932,0.00109,7,0.136,-7.501,1,0.0488,138.158,4,0.5710000000000001,Have a Great Day!,Journey - Colonizadores
66,201866,0.000312,0.519,0.934,0.00457,7,0.13699999999999998,-7.1370000000000005,1,0.0471,138.162,4,0.586,Have a Great Day!,Journey - Everything Passes
70,352906,0.0102,0.7290000000000001,0.989,4.45e-05,9,0.443,-4.613,0,0.049,126.47,4,0.84,80s Rock Anthems,Prince - Swimmimg Off That Sombre Shore
73,278680,0.000373,0.398,0.952,7.75e-05,4,0.1,-6.042000000000002,1,0.061,122.093,4,0.584,80s Rock Anthems,Bruce Springsteen - III Encounter
73,278680,0.000373,0.398,0.952,7.75e-05,4,0.1,-6.042000000000002,1,0.061,122.093,4,0.584,80s Rock Anthems,Bruce Springsteen - Penarth Pier
73,278680,0.000373,0.398,0.952,7.75e-05,4,0.1,-6.042000000000002,1,0.061,122.093,4,0.584,Born in the USA,"Bruce Springsteen - Fly, Little Blackbird"
73,278680,0.000373,0.398,0.952,7.75e-05,4,0.1,-6.042000000000002,1,0.061,122.093,4,0.584,Born in the USA,Bruce Springsteen - The Only Thing Left
57,220306,0.000466,0.525,0.858,0.878,9,0.166,-4.927,0,0.0345,145.49200000000005,4,0.669,80s Rock Anthems,A Flock Of Seagulls - Float
57,219906,0.000418,0.537,0.815,0.807,2,0.194,-6.207999999999998,1,0.0348,145.424,4,0.691,80s Rock Anthems,A Flock Of Seagulls - Milius Space Cannon
57,220306,0.000466,0.525,0.858,0.878,9,0.166,-4.927,0,0.0345,145.49200000000005,4,0.669,80s Smash Hits,A Flock Of Seagulls - Last Dream Before Sunrise
57,219906,0.000418,0.537,0.815,0.807,2,0.194,-6.207999999999998,1,0.0348,145.424,4,0.691,80s Smash Hits,A Flock Of Seagulls - Words
68,259906,0.181,0.644,0.919,0.134,2,0.622,-6.289,1,0.0561,117.459,4,0.871,80s Rock Anthems,Talking Heads - Seeming
68,259906,0.181,0.644,0.919,0.134,2,0.622,-6.289,1,0.0561,117.459,4,0.871,80s Rock Anthems,Talking Heads - Only Questions
68,259906,0.181,0.644,0.919,0.134,2,0.622,-6.289,1,0.0561,117.459,4,0.871,Alternative 80s,Talking Heads - Luke's Tree
68,259906,0.181,0.644,0.919,0.134,2,0.622,-6.289,1,0.0561,117.459,4,0.871,Alternative 80s,Talking Heads - Sleep Navigator
62,224906,0.0112,0.637,0.682,0.0234,11,0.0473,-11.625,1,0.0366,129.983,4,0.7140000000000001,80s Rock Anthems,Depeche Mode - brookes was here2a
63,179360,0.000212,0.49,0.8270000000000001,0.00406,8,0.112,-9.481,1,0.0482,108.577,4,0.626,80s Rock Anthems,U2 - Delicately in the Sunlight
51,198666,0.721,0.68,0.422,0.235,7,0.232,-11.611,1,0.0439,90.036,4,0.345,80s Rock Anthems,U2 - Cosmic Cave
63,179360,0.000212,0.49,0.8270000000000001,0.00406,8,0.112,-9.481,1,0.0482,108.577,4,0.626,Autumn Leaves,Lisa Bregneager - Equity
51,198666,0.721,0.68,0.422,0.235,7,0.232,-11.611,1,0.0439,90.036,4,0.345,Autumn Leaves,Lisa Bregneager - Sunset
68,408173,0.0008539999999999999,0.398,0.93,0.121,11,0.0874,-6.76,1,0.0615,190.818,4,0.725,80s Rock Anthems,The Smiths - Gravity and Resignation
68,408173,0.0008539999999999999,0.398,0.93,0.121,11,0.0874,-6.76,1,0.0615,190.818,4,0.725,80s Rock Anthems,The Smiths - Tadpoles
68,408173,0.0008539999999999999,0.398,0.93,0.121,11,0.0874,-6.76,1,0.0615,190.818,4,0.725,The '80s All Lined Up,The Smiths - Fell Through Mirrors
68,408173,0.0008539999999999999,0.398,0.93,0.121,11,0.0874,-6.76,1,0.0615,190.818,4,0.725,The '80s All Lined Up,The Smiths - Migration
48,212013,0.0524,0.442,0.935,0.000307,9,0.188,-6.903,1,0.0424,151.44799999999995,4,0.514,80s Rock Anthems,The Cure - Dustlight
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,80s Rock Anthems,Michael Jackson - Consonance
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,80s Rock Anthems,Michael Jackson - dream #1 [arrival]
68,259920,0.8290000000000001,0.532,0.203,0.0,9,0.108,-8.524,0,0.0668,89.646,4,0.5429999999999999,80s Rock Anthems,Michael Jackson - Space Travels
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,80s Rock Anthems,Michael Jackson - Room 4
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,80s Rock Anthems,Michael Jackson - door to the cosmos
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,80s Smash Hits,Michael Jackson - Portugal (A Lift)
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,80s Smash Hits,Michael Jackson - Future Waves
68,259920,0.8290000000000001,0.532,0.203,0.0,9,0.108,-8.524,0,0.0668,89.646,4,0.5429999999999999,80s Smash Hits,Michael Jackson - Untitled #2
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,80s Smash Hits,Michael Jackson - Apparent Lushness
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,80s Smash Hits,Michael Jackson - Sad Ocean
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,Acoustic Covers,The Civil Wars - Anemone
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,Acoustic Covers,The Civil Wars - Orphans of the Sky
68,259920,0.8290000000000001,0.532,0.203,0.0,9,0.108,-8.524,0,0.0668,89.646,4,0.5429999999999999,Acoustic Covers,The Civil Wars - Introspection (Edit)
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,Acoustic Covers,The Civil Wars - Blind Contour Drawing For Piano
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,Acoustic Covers,The Civil Wars - Hope
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,All Out 80s,Michael Jackson - Capsize
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,All Out 80s,Michael Jackson - Flowers
68,259920,0.8290000000000001,0.532,0.203,0.0,9,0.108,-8.524,0,0.0668,89.646,4,0.5429999999999999,All Out 80s,Michael Jackson - Coaster
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,All Out 80s,Michael Jackson - Sleeping on My Own
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,All Out 80s,Michael Jackson - Hubris
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,Songs to Sing in the Shower,Michael Jackson - Take Me for My Words
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,Songs to Sing in the Shower,Michael Jackson - brooklyn baby
